User,Rank,Game,Score
Amir_H,11,Aeon's End,10
Amir_H,12,Raiders of Scythia,9
Amir_H,13,Cartographers: A Roll Player Tale,8
Amir_H,14,Eldritch Horror,7
Amir_H,15,Horrified,6
Amir_H,16,Under Falling Skies,5
Amir_H,17,Parks,4
Amir_H,18,7 Wonders: Duel,3
Amir_H,19,Aerion,2
Amir_H,20,Ark Nova,1
Amireen,1,Barcelona,20
Amireen,2,Viscounts of the West Kingdom,19
Amireen,3,Brass: Birmingham,18
Amireen,4,Carnegie,17
Amireen,5,Tiletum,16
Amireen,6,Endless Winter: Paleoamericans,15
Amireen,7,Ark Nova,14
Amireen,8,Tekhenu: Obelisk of the Sun,13
Amireen,9,Dune: Imperium,12
Amireen,10,Anachrony,11
Amireen,11,Darwin's Journey,10
Amireen,12,Tabannusi: Builders of Ur,9
Amireen,13,Obsession,8
Amireen,14,Earth,7
Amireen,15,Come Together,6
Amireen,16,Merchants Cove,5
Amireen,17,Coimbra,4
Amireen,18,Barrage,3
Amireen,19,Hamburg,2
Amireen,20,Lisboa,1
AmusedToDeath,1,Clinic,20
AmusedToDeath,2,Spirit Island,19
AmusedToDeath,3,Small City,18
AmusedToDeath,4,Tramways,17
AmusedToDeath,5,Mr. Cabbagehead's Garden Game,16
AmusedToDeath,6,Arkham Horror: The Card Game,15
AmusedToDeath,7,1862: Railway Mania in the Eastern Counties,14
AmusedToDeath,8,Renegade,13
AmusedToDeath,9,Sherlock Holmes Consulting Detective,12
AmusedToDeath,10,Aeon's End,11
AmusedToDeath,11,Castellion,10
AmusedToDeath,12,Sprawlopolis,9
Anakin13,1,Mage Knight Board Game,20
Anakin13,2,Marvel Champions: The Card Game,19
Anakin13,3,Lost Ruins of Arnak,18
Anakin13,4,Aeon's End,17
Anakin13,5,Terraforming Mars,16
Anakin13,6,Terraforming Mars: Ares Expedition,15
Anakin13,7,Gloomhaven,14
Anakin13,8,Arkham Horror: The Card Game,13
Anakin13,9,Robinson Crusoe: Adventures on the Cursed Island,12
Anakin13,10,Ark Nova,11
Anakin13,11,Spirit Island,10
Anakin13,12,Maracaibo,9
Anakin13,13,Warfighter: The Tactical Special Forces Card Game,8
Anakin13,14,Underwater Cities,7
Anakin13,15,Cascadia,6
Anakin13,16,Heroes of Tenefyr,5
Anakin13,17,Imperial Settlers: Empires of the North,4
Anakin13,18,One Deck Dungeon,3
Anakin13,19,Friday,2
Anakin13,20,Lord of the Rings: The Card Game,1
andrei_kai,1,Lord of the Rings: The Card Game,20
andrei_kai,2,Mage Knight Board Game,19
andrei_kai,3,Dune: Imperium,18
andrei_kai,4,Lord of the Rings: Journeys in Middle Earth,17
andrei_kai,5,Terraforming Mars,16
andrei_kai,6,Gloomhaven,15
andrei_kai,7,It's a Wonderful World,14
andrei_kai,8,Cartographers: A Roll Player Tale,13
andrei_kai,9,Cascadia,12
andrei_kai,10,Spirit Island,11
andrei_kai,11,Tiny Towns,10
andrei_kai,12,Sprawlopolis,9
andrei_kai,13,Flamme Rouge,8
andrei_kai,14,Marvel Champions: The Card Game,7
andrei_kai,15,Ganz schon clever,6
andrei_kai,16,Massive Darkness,5
andrei_kai,17,Pandemic,4
andrei_kai,18,51st State,3
andrei_kai,19,Paleo,2
andrei_kai,20,Earth,1
andrewus,1,Paladins of the West Kingdom,20
andrewus,2,Keyper,19
andrewus,3,Dune: Imperium,18
andrewus,4,Concordia,17
andrewus,5,Obsession,16
andrewus,6,Ark Nova,15
andrewus,7,Circadians: First Light,14
andrewus,8,Gaia Project,13
andrewus,9,Terraforming Mars: Ares Expedition,12
andrewus,10,Wingspan,11
andrewus,11,Expedition to Newdale,10
andrewus,12,Nusfjord,9
andrewus,13,Sprawlopolis,8
andrewus,14,Carnegie,7
andrewus,15,Underwater Cities,6
andrewus,16,Newton,5
andris0321,1,Arkham Horror: The Card Game,20
andris0321,2,Marvel Champions: The Card Game,19
andris0321,3,Lord of the Rings: The Card Game,18
andris0321,4,Gloomhaven,17
andris0321,5,Paladins of the West Kingdom,16
andris0321,6,It's a Wonderful World,15
andris0321,7,Imperium: Classics,14
andris0321,8,Star Wars: Imperial Assault,13
andris0321,9,Keystone: North America,12
andris0321,10,Earth,11
andris0321,11,Terraforming Mars,10
andris0321,12,Raiders of Scythia,9
andris0321,13,Sprawlopolis,8
andris0321,14,7 Wonders: Duel,7
andris0321,15,Viticulture,6
andris0321,16,Vindication,5
andris0321,17,Parks,4
andris0321,18,Everdell,3
andris0321,19,Micro City,2
andris0321,20,Chocolate Factory,1
AndRyu999,1,Ashes Reborn: Rise of the Phoenixborn,20
AndRyu999,2,Aeon's End,19
AndRyu999,3,Terraforming Mars,18
AndRyu999,4,Roll Player,17
AndRyu999,5,Dune: Imperium,16
Andydfrane,1,Terra Mystica,20
Andydfrane,2,Agricola,19
Andydfrane,3,Mage Knight Board Game,18
Andydfrane,4,Imperial Settlers,17
Andydfrane,5,Nusfjord,16
Andydfrane,6,Ark Nova,15
Andydfrane,7,Glass Road,14
Andydfrane,8,Spirit Island,13
Andydfrane,9,Lord of the Rings: The Card Game,12
Andydfrane,10,Terraforming Mars,11
Andydfrane,11,Caverna: The Cave Farmers,10
Andydfrane,12,Race for the Galaxy,9
Andydfrane,13,Oh My Goods!,8
Andydfrane,14,Everdell,7
Andydfrane,15,Pax Transhumanity,6
Andydfrane,16,Jump Drive,5
Andydfrane,17,Earth,4
Andydfrane,18,Ginkgopolis,3
Andydfrane,19,Hallertau,2
Andydfrane,20,Cascadia,1
AndyInJapan,1,Arkham Horror,20
AndyInJapan,2,American Tank Ace: 1944-1945,19
AndyInJapan,3,Elder Sign,18
AndyInJapan,4,Mansions of Madness,17
AndyInJapan,5,Paper Dungeons: A Dungeon Scrawler Game,16
AndyInJapan,6,Shadows of Brimstone: City of the Ancients,15
AndyInJapan,7,Welcome to,14
AndyInJapan,8,Cthulhu: Death May Die,13
AndyInJapan,9,Arkham Horror: The Card Game,12
AndyInJapan,10,Four Against Darkness,11
AndyInJapan,11,RAF,10
AndyInJapan,12,Cartographers: A Roll Player Tale,9
AndyInJapan,13,Gaia Project,8
AndyInJapan,14,Orchard: A 9 card solitaire game,7
AndyInJapan,15,Viticulture,6
AndyInJapan,16,Marvel United,5
AndyInJapan,17,SpaceCorp,4
AndyInJapan,18,Banish the Snakes: A Game of St. Patrick in Ireland,3
AndyInJapan,19,Caverna: The Cave Farmers,2
AndyInJapan,20,Squad Leader,1
Angelcollector,1,Spirit Island,20
Angelcollector,2,Marvel Champions: The Card Game,19
Angelcollector,3,Eldritch Horror,18
Angelcollector,4,Tiny Epic Dungeons,17
Angelcollector,5,Tiny Epic Quest,16
Angelcollector,6,Robinson Crusoe: Adventures on the Cursed Island,15
Angelcollector,7,Sprawlopolis,14
Angelcollector,8,ROVE: Results-Oriented Versatile Explorer,13
Angelcollector,9,Barenpark,12
Angelcollector,10,First Rat,11
Angelcollector,11,Lost Ruins of Arnak,10
Angelcollector,12,Life of the Amazonia,9
Angelcollector,13,Legends of Andor,8
Angelcollector,14,Meadow,7
Angelcollector,15,Finished!,6
Angelcollector,16,Eila and Something Shiny,5
Angelcollector,17,Cascadia,4
Angelcollector,18,Tiny Epic Vikings,3
Angelcollector,19,7 Wonders: Duel,2
Angelcollector,20,Concordia,1
angelnc,1,Spirit Island,20
angelnc,2,Marvel Champions: The Card Game,19
angelnc,3,Cascadia,18
angelnc,4,Ganz schon clever,17
angelnc,5,Great Western Trail,16
angelnc,6,Arkham Horror: The Card Game,15
angelnc,7,Grove: A 9 card solitaire game,14
angelnc,8,Imperial Settlers: Empires of the North,13
angelnc,9,Imperium: Classics,12
angelnc,10,ROVE: Results-Oriented Versatile Explorer,11
angelnc,11,Ultimate Railroads,10
angelnc,12,Food Chain Island,9
angelnc,13,Aeon's End,8
angelnc,14,Next Station: London,7
angelnc,15,Ark Nova,6
angelnc,16,Hens,5
angelnc,17,Wingspan,4
angelnc,18,Paleo,3
angelnc,19,Earthborne Rangers,2
angelnc,20,Everdell,1
angelvancroft,1,A Touch of Evil: The Supernatural Game,20
angelvancroft,2,Ghost Stories,19
angelvancroft,3,At the Gates of Loyang,18
angelvancroft,4,Freedom: The Underground Railroad,17
angelvancroft,5,D-Day Dice,16
angelvancroft,6,Robinson Crusoe: Adventures on the Cursed Island,15
angelvancroft,7,Pandemic: The Cure,14
angelvancroft,8,Witch of Salem,13
angelvancroft,9,Teotihuacan: City of Gods,12
angelvancroft,10,Camp Grizzly,11
angelvancroft,11,Arkham Horror,10
angelvancroft,12,Lord of the Rings,9
angelvancroft,13,Lewis & Clark,8
angelvancroft,14,Flash Point: Fire Rescue,7
angelvancroft,15,Black Orchestra,6
angelvancroft,16,Wingspan,5
angelvancroft,17,Dawn of the Zeds,4
angelvancroft,18,Obsession,3
angelvancroft,19,Terraforming Mars,2
angelvancroft,20,Village,1
animatrix,1,Marvel Champions: The Card Game,20
animatrix,2,Mage Knight Board Game,19
animatrix,3,Spirit Island,18
animatrix,4,Gloomhaven,17
animatrix,5,Too Many Bones,16
animatrix,6,Dune: Imperium,15
animatrix,7,Marvel United,14
animatrix,8,Gaia Project,13
animatrix,9,Gloom of Kilforth: A Fantasy Quest Game,12
animatrix,10,Robinson Crusoe: Adventures on the Cursed Island,11
animatrix,11,Nemo's War,10
animatrix,12,Dawn of the Zeds,9
animatrix,13,Tainted Grail: The Fall of Avalon,8
animatrix,14,Star Wars: Outer Rim,7
animatrix,15,Cartographers: A Roll Player Tale,6
animatrix,16,Roll Player,5
animatrix,17,Warp’s Edge,4
animatrix,18,AuZtralia,3
animatrix,19,Race! Formula 90,2
animatrix,20,Star Wars: The Clone Wars,1
ank3,1,Lord of the Rings: The Card Game,20
ank3,2,Too Many Bones,19
ank3,3,Gloomhaven,18
ank3,4,Spirit Island,17
ank3,5,Lord of the Rings: Journeys in Middle Earth,16
ank3,6,Burncycle,15
ank3,7,Aeon's End,14
ank3,8,Loop,13
ank3,9,Race for the Galaxy,12
ank3,10,Nemo's War,11
ank3,11,Final Girl,10
ank3,12,Friday,9
ank3,13,Renegade,8
ank3,14,Earthborne Rangers,7
ank3,15,Dawn of the Zeds,6
ank3,16,Warp’s Edge,5
ank3,17,Sub Terra,4
ank3,18,Imperium: Classics,3
ank3,19,Bloody Inn,2
ank3,20,Oath: Chronicles of Empire and Exile,1
antaneli,1,Arkham Horror: The Card Game,20
antaneli,2,Welcome to,19
antaneli,3,For Northwood! A Solo Trick-Taking Game,18
antaneli,4,Food Chain Island,17
antaneli,5,Hadrian's Wall,16
antaneli,6,Imperial Settlers: Empires of the North,15
antaneli,7,Turing Machine,14
antaneli,8,Terraforming Mars: Ares Expedition,13
antaneli,9,Cascadia,12
antaneli,10,Onirim,11
antaneli,11,Black Sonata,10
antaneli,12,Cartographers: A Roll Player Tale,9
antaneli,13,Bloody Inn,8
antaneli,14,Sprawlopolis,7
antaneli,15,Warp’s Edge,6
antaneli,16,Maquis,5
antaneli,17,Legacy of Yu,4
antaneli,18,Under Falling Skies,3
antaneli,19,MetroX,2
antaneli,20,Imperial Miners,1
antonioalg,1,Cloudspire,20
antonioalg,2,Hoplomachus: Victorum,19
antonioalg,3,Sleeping Gods,18
antonioalg,4,Etherfields,17
antonioalg,5,Ark Nova,16
antonioalg,6,Terraforming Mars,15
antonioalg,7,Horrified,14
antonioalg,8,Frostpunk: The Board Game,13
antonioalg,9,For Northwood! A Solo Trick-Taking Game,12
antonioalg,10,Mage Knight Board Game,11
Antostar,1,Gloomhaven,20
Antostar,2,Terraforming Mars,19
Antostar,3,Robinson Crusoe: Adventures on the Cursed Island,18
Antostar,4,Under Falling Skies,17
Antostar,5,Voyages of Marco Polo,16
Antostar,6,Maquis,15
Antostar,7,Oh My Goods!,14
Antostar,8,Cascadia,13
Antostar,9,7 Wonders: Duel,12
Antostar,10,Mini Rogue,11
Antostar,11,Munchkin,10
Antostar,12,Tinyforming Mars,9
aooz,1,Mage Knight Board Game,20
aooz,2,Warp’s Edge,19
aooz,3,Friday,18
aooz,4,Terraforming Mars: Ares Expedition,17
aooz,5,Loop,16
aooz,6,Spirit Island,15
aooz,7,Under Falling Skies,14
aooz,8,Welcome to,13
Apathy,1,Nusfjord,20
Apathy,2,Heat: Pedal to the Metal,19
Apathy,3,Final Girl,18
Apathy,4,Race for the Galaxy,17
Apathy,5,Cascadia,16
Apathy,6,Carcassonne,15
Apathy,7,Coffee Roaster,14
Apathy,8,Spirit Island,13
Apathy,9,Three Sisters,12
Apathy,10,Under Falling Skies,11
Apathy,11,Warp’s Edge,10
Apathy,12,Cartographers: A Roll Player Tale,9
Apathy,13,Welcome to,8
Apathy,14,Calico,7
Apathy,15,Sprawlopolis,6
Apathy,16,Patchwork,5
Apathy,17,Turing Machine,4
Apathy,18,Search for Planet X,3
Apathy,19,Orchard: A 9 card solitaire game,2
Apathy,20,Night Cage,1
apoQ,1,Hadrian's Wall,20
apoQ,2,Dune: Imperium,19
apoQ,3,Twilight Inscription,18
apoQ,4,Raiders of Scythia,17
apoQ,5,Terraforming Mars: Ares Expedition,16
apoQ,6,Robinson Crusoe: Adventures on the Cursed Island,15
apoQ,7,Final Girl,14
apoQ,8,Imperium: Classics,13
apoQ,9,Cascadia,12
apoQ,10,It's a Wonderful World,11
apoQ,11,Under Falling Skies,10
apoQ,12,Onirim,9
apoQ,13,Sprawlopolis,8
apoQ,14,Gloomhaven,7
apoQ,15,One Deck Dungeon,6
apoQ,16,Resist!,5
apoQ,17,Star Realms,4
Applefiend,1,Marvel Champions: The Card Game,20
Applefiend,2,Lord of the Rings: The Card Game,19
Applefiend,3,Hoplomachus: Victorum,18
Applefiend,4,Imperium: Classics,17
Applefiend,5,Hadrian's Wall,16
Applefiend,6,Final Girl,15
Applefiend,7,Cascadia,14
Applefiend,8,War of The Ring,13
Applefiend,9,Capital Lux 2: Generations,12
Applefiend,10,Ark Nova,11
Applefiend,11,Expeditions,10
Applefiend,12,Undaunted: Normandy,9
Applefiend,13,Anachrony,8
Applefiend,14,Terraforming Mars: Ares Expedition,7
Applefiend,15,Root,6
Applefiend,16,Imperial Settlers: Empires of the North,5
Applefiend,17,Trickerion: Legends of Illusion,4
Applefiend,18,Pax Pamir,3
Applefiend,19,Star Wars: The Card Game,2
Applefiend,20,Calico,1
apuity,1,Oathsworn: Into the Deepwood,20
apuity,2,Mage Knight Board Game,19
apuity,3,Aeon's End,18
apuity,4,Gloomhaven,17
apuity,5,Arkham Horror: The Card Game,16
apuity,6,Marvel Champions: The Card Game,15
apuity,7,Wayfarers of the south tigris,14
apuity,8,Paladins of the West Kingdom,13
apuity,9,Viscounts of the West Kingdom,12
apuity,10,Shadowrun: Crossfire,11
apuity,11,Imperium: Classics,10
apuity,12,Spirit Island,9
apuity,13,Isofarian Guard,8
apuity,14,Too Many Bones,7
apuity,15,Lord of the Rings: The Card Game,6
apuity,16,Dungeon Alliance,5
apuity,17,City of Kings,4
apuity,18,Burncycle,3
apuity,19,Hadrian's Wall,2
apuity,20,Darkest Night,1
Arah,1,Too Many Bones,20
Arah,2,Dungeon Fighter,19
Arah,3,Space Hulk: Death Angel,18
Arah,4,MetroX,17
Arah,5,Cascadia,16
Arah,6,Turing Machine,15
Arah,7,Final Girl,14
Arah,8,Obsession,13
Arah,9,Mansions of Madness,12
Arah,10,Deep Space D-6,11
Arah,11,Gloomhaven,10
Arah,12,Terraforming Mars,9
Arah,13,Hunted: Mining Colony 415,8
Arah,14,Spirit Island,7
Arah,15,Dune: Imperium,6
Arah,16,Bullet♥︎,5
Aramegil,1,Nemo's War,20
Aramegil,2,Sprawlopolis,19
Aramegil,3,Warp’s Edge,18
Aramegil,4,Hadrian's Wall,17
Aramegil,5,Cartographers: A Roll Player Tale,16
Aramegil,6,Final Girl,15
Aramegil,7,ROVE: Results-Oriented Versatile Explorer,14
Aramegil,8,20 Strong,13
Aramegil,9,Orchard: A 9 card solitaire game,12
Aramegil,10,Unsurmountable,11
Aramegil,11,Numbsters,10
Aramegil,12,Under Falling Skies,9
Aramegil,13,Spirit of Eden,8
Aramegil,14,Turing Machine,7
Aramegil,15,Friday,6
Arcadian1985,1,Marvel Champions: The Card Game,20
Arcadian1985,2,Legacy of Yu,19
Arcadian1985,3,Gloomhaven,18
Arcadian1985,4,Dune: Imperium,17
Arcadian1985,5,Sleeping Gods,16
Arcadian1985,6,Final Girl,15
Arcadian1985,7,Paladins of the West Kingdom,14
Arcadian1985,8,Aeon's End,13
Arcadian1985,9,Legendary Encounters: An Alien Deck Building Game,12
Arcadian1985,10,Liberty or Death: The American Insurrection,11
Arcadian1985,11,Nusfjord,10
Arcadian1985,12,Tiny Epic Dungeons,9
Arcadian1985,13,Dawn of the Zeds,8
Arcadian1985,14,Lost Ruins of Arnak,7
Arcadian1985,15,Terraforming Mars,6
Arcadian1985,16,Cascadia,5
Arcadian1985,17,Pandemic Iberia,4
Arcadian1985,18,Distilled,3
Arcadian1985,19,Lands of Galzyr,2
Arcadian1985,20,Ark Nova,1
Archii,1,Pax Emancipation,20
Archii,2,Nemo's War,19
Archii,3,Pax Renaissance,18
Archii,4,Imperium: Classics,17
Archii,5,Pax Pamir,16
Archii,6,Sprawlopolis,15
Archii,7,Nusfjord,14
Archii,8,A Feast for Odin,13
Archii,9,Underwater Cities,12
Archii,10,Tapestry,11
Archii,11,Hallertau,10
Archii,12,Scythe,9
argraha1,1,Marvel Champions: The Card Game,20
argraha1,2,Mage Knight Board Game,19
argraha1,3,Spirit Island,18
argraha1,4,Hoplomachus: Victorum,17
argraha1,5,Renegade,16
argraha1,6,Gallerist,15
argraha1,7,A Feast for Odin,14
argraha1,8,Ark Nova,13
argraha1,9,Nusfjord,12
argraha1,10,Nemo's War,11
argraha1,11,Robinson Crusoe: Adventures on the Cursed Island,10
argraha1,12,Oranienburger Kanal,9
argraha1,13,Underwater Cities,8
argraha1,14,Freedom: The Underground Railroad,7
argraha1,15,Brass: Birmingham,6
argraha1,16,Teotihuacan: City of Gods,5
argraha1,17,Lisboa,4
argraha1,18,Obsession,3
argraha1,19,Isofarian Guard,2
argraha1,20,"Mr. President: The American Presidency, 2001-2020",1
ArianneH,1,Legendary: A Marvel Deck Building Game,20
ArianneH,2,Obsession,19
ArianneH,3,Isle of Cats,18
ArianneH,4,Lost Ruins of Arnak,17
ArianneH,5,Fantastic Factories,16
ArianneH,6,Everdell,15
ArianneH,7,It's a Wonderful World,14
ArianneH,8,Wingspan,13
ArianneH,9,Raiders of Scythia,12
ArianneH,10,51st State,11
ArianneH,11,Endless Winter: Paleoamericans,10
ArianneH,12,Honey Buzz,9
ArianneH,13,Dune: Imperium,8
ArianneH,14,Viscounts of the West Kingdom,7
ArianneH,15,Nusfjord,6
ArianneH,16,Welcome to,5
ArianneH,17,Aeon's End,4
ArianneH,18,Azul,3
ArianneH,19,At the Gates of Loyang,2
ArianneH,20,This War of Mine: The Board Game,1
arjansh,1,Lord of the Rings: The Card Game,20
arjansh,2,Mage Knight Board Game,19
arjansh,3,Enemy Action: Ardennes,18
arjansh,4,Sherman Leader,17
arjansh,5,Ambush!,16
arjansh,6,Field Commander: Napoleon,15
arjansh,7,D-Day at Omaha Beach,14
arjansh,8,"Labyrinth: The War on Terror, 2001-?",13
arjansh,9,Empire of the Sun,12
arjansh,10,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,11
arjansh,11,"Charlemagne, Master of Europe",10
arjansh,12,Combat!,9
arjansh,13,Tokyo Express,8
arjansh,14,One Deck Dungeon,7
arjansh,15,First Team: Vietnam,6
arjansh,16,Blackbeard,5
arjansh,17,Dawn of the Zeds,4
arjansh,18,Wars of Marcus Aurelius: Rome 170-180CE,3
arjansh,19,Under Falling Skies,2
arjansh,20,Dark Souls: The Board Game,1
arsg,1,d100 Space,20
arsg,2,Arkham Horror: The Card Game,19
arsg,3,Gate,18
arsg,4,Jump Drive,17
arsg,5,Cartographers: A Roll Player Tale,16
arsg,6,Dungeons & Dragons: Castle Ravenloft Board Game,15
arsg,7,Combat!,14
arsg,8,Decathlon,13
arsg,9,Rangers of Shadow Deep,12
arsg,10,Undaunted: Normandy,11
Aryn_Leneer,1,Imperium: Classics,20
Aryn_Leneer,2,Ark Nova,19
Aryn_Leneer,3,Marvel Champions: The Card Game,18
Aryn_Leneer,4,Terraforming Mars,17
Aryn_Leneer,5,Dune: Imperium,16
Aryn_Leneer,6,Wingspan,15
Aryn_Leneer,7,Earth,14
Aryn_Leneer,8,Cascadia,13
Aryn_Leneer,9,It's a Wonderful World,12
Aryn_Leneer,10,Eldritch Horror,11
Aryn_Leneer,11,Elder Sign,10
Aryn_Leneer,12,Riftforce,9
Aryn_Leneer,13,Mini Rogue,8
Aryn_Leneer,14,Orchard: A 9 card solitaire game,7
Aryn_Leneer,15,Stardew Valley: The Board Game,6
Aryn_Leneer,16,Verdant,5
Aryn_Leneer,17,Isle of Cats,4
Aryn_Leneer,18,Fish 'n' Flip,3
Aryn_Leneer,19,Star Realms,2
Aryn_Leneer,20,Calico,1
asacooke,1,Marvel Champions: The Card Game,20
asacooke,2,Mage Knight Board Game,19
asacooke,3,Soldiers in Postmen's Uniforms,18
asacooke,4,Imperium: Classics,17
asacooke,5,Castle Itter,16
asacooke,6,Hoplomachus: The Lost Cities,15
asacooke,7,Zombicide: Black Plague,14
asacooke,8,Mosaic: A Story of Civilization,13
asacooke,9,Scythe,12
asacooke,10,Gloomhaven,11
asacooke,11,Troyes,10
asacooke,12,7th Continent,9
asacooke,13,Churchill,8
asacooke,14,Pandemic,7
asacooke,15,Alien: Fate of Nostromo,6
asacooke,16,Sniper Elite: The Board Game,5
asacooke,17,Terraforming Mars,4
asacooke,18,Pericles: The Peloponnesian Wars,3
Ashernite,1,Spirit Island,20
Ashernite,2,Marvel Champions: The Card Game,19
Ashernite,3,Gloomhaven,18
Ashernite,4,Wingspan,17
Ashernite,5,One Deck Dungeon,16
ashrael,1,It's a Wonderful World,20
ashrael,2,Marvel United,19
ashrael,3,Baseball Highlights: 2045,18
ashrael,4,Star Wars: The Clone Wars,17
ashrael,5,Dorfromantik: The Board Game,16
ashrael,6,Dune: Imperium,15
ashrael,7,Black Sonata,14
ashrael,8,Akropolis,13
ashrael,9,Maquis,12
ashrael,10,Cascadia,11
ashrael,11,Furnace,10
ashrael,12,Blitzkrieg!: World War Two in 20 Minutes,9
ashrael,13,Red Cathedral,8
ashrael,14,Heat: Pedal to the Metal,7
ashrael,15,Viticulture,6
ashrael,16,Marvel Champions: The Card Game,5
ashrael,17,Bad Company,4
ashrael,18,Pandemic: Fall of Rome,3
ashrael,19,Ginkgopolis,2
ashrael,20,SOS Titanic,1
Ashtron,1,Too Many Bones,20
Ashtron,2,Gaia Project,19
Ashtron,3,Marvel Champions: The Card Game,18
Ashtron,4,Frostpunk: The Board Game,17
Ashtron,5,Tainted Grail: The Fall of Avalon,16
Ashtron,6,Cloudspire,15
Ashtron,7,Gloomhaven,14
Ashtron,8,Scythe,13
Ashtron,9,This War of Mine: The Board Game,12
Ashtron,10,Robinson Crusoe: Adventures on the Cursed Island,11
Ashtron,11,Warp’s Edge,10
Ashtron,12,Paladins of the West Kingdom,9
Ashtron,13,Brass: Birmingham,8
Ashtron,14,Pax Pamir,7
Ashtron,15,Legendary Encounters: An Alien Deck Building Game,6
Ashtron,16,Nemesis,5
Ashtron,17,Tiny Epic Dungeons,4
Ashtron,18,51st State,3
Ashtron,19,Zona: The Secret of Chernobyl,2
Ashtron,20,Eldritch Horror,1
asqz,1,Pax Renaissance,20
asqz,2,Pax Pamir,19
asqz,3,Race for the Galaxy,18
asqz,4,Jump Drive,17
asqz,5,Innovation,16
asqz,6,Imperial Settlers,15
asqz,7,Finished!,14
asqz,8,Oh My Goods!,13
asqz,9,Spirit Island,12
asqz,10,Bloody Inn,11
asqz,11,At the Gates of Loyang,10
asqz,12,Mottainai,9
asqz,13,Friday,8
asqz,14,Palm Island,7
asqz,15,Pax Transhumanity,6
asqz,16,Onirim,5
asqz,17,Assault on Doomrock,4
asqz,18,Terraforming Mars: Ares Expedition,3
Atanatos,1,Mistfall,20
Atanatos,2,Santa Maria,19
Atanatos,3,Mage Knight Board Game,18
Atanatos,4,A Feast for Odin,17
Atanatos,5,Hadrian's Wall,16
Atanatos,6,Spirit Island,15
Atanatos,7,Lord of the Rings: The Card Game,14
Atanatos,8,Nusfjord,13
Atanatos,9,Imperial Settlers: Empires of the North,12
Atanatos,10,Targi,11
Atanatos,11,At the Gates of Loyang,10
Atanatos,12,Dungeon Alliance,9
Atanatos,13,Agricola,8
Atanatos,14,Ark Nova,7
Atanatos,15,Viticulture,6
Atanatos,16,La Bataille series,5
Atanatos,17,7 Wonders: Duel,4
Atanatos,18,Roll Player,3
Atanatos,19,Architects of the West Kingdom,2
Atanatos,20,Jump Drive,1
athletics616,1,Anachrony,20
athletics616,2,Trickerion: Legends of Illusion,19
athletics616,3,A Feast for Odin,18
athletics616,4,Paladins of the West Kingdom,17
athletics616,5,Final Girl,16
athletics616,6,Golem,15
athletics616,7,Big Trouble in Little China: The Game,14
athletics616,8,Coffee Roaster,13
athletics616,9,Three Sisters,12
athletics616,10,Baseball Highlights: 2045,11
athletics616,11,Nights of Fire: Battle for Budapest,10
athletics616,12,Teotihuacan: City of Gods,9
